latitude,longitude,views,days_since_taken,id,server,secret,title,tags,date_taken,url_s,image_path,owner,owner_name,media
51.54028,-0.135567,236,118,54365771603,65535,429d8dc347,"Regent's Canal, Camden Town, London, Great Britain",camdentown canoneosr6 canonrf24105mmf471isstm england europe greatbritain lightroom london regentscanal vscofilm architecture building graffiti historic mirrorless modern old river voda water ?eka,2025/1/4 12:45,https://live.staticflickr.com/65535/54365771603_429d8dc347_m.jpg,flickr_images_river\54365771603.jpg,94472628@N08,Martin Moucha,photo
51.536632,-0.128273,938,2567,54363243200,65535,09c12fae20,"St Pancras Basin and St Pancras Lock, Regent's Canal, Camden, London N1.",olympusomdem5 olympusm1442mmf3556iir edk7 2018 uk england london londonn1 northlondon londonboroughofcamden city cityscape urban canalrivertrust regentscanal stpancrasbasin stpancraslock narrowboat architecture building oldstructure mechanical engineering victorian industrial historic vintage old people tree machine transportation boat ship footbridge somerstownbridgemoxonarchitects2017 water reflection green,2018/4/22 16:59,https://live.staticflickr.com/65535/54363243200_09c12fae20_m.jpg,flickr_images_river\54363243200.jpg,11200205@N02,edk7,photo
51.537361,-0.130164,15,340,53915120720,65535,dfa2c1e6a4,IMG_20240527_19.jpg,water city regentscanal bridge london uk river england unitedkingdom,2024/5/27 9:41,https://live.staticflickr.com/65535/53915120720_dfa2c1e6a4_m.jpg,flickr_images_river\53915120720.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,2,340,53915021349,65535,0c7dcb8c92,IMG_20240527_18.jpg,water city regentscanal bridge london uk river england unitedkingdom,2024/5/27 9:36,https://live.staticflickr.com/65535/53915021349_0c7dcb8c92_m.jpg,flickr_images_river\53915021349.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,20,340,53914918978,65535,180cf4a192,IMG_20240527_17.jpg,water city regentscanal boats london uk river england unitedkingdom,2024/5/27 9:34,https://live.staticflickr.com/65535/53914918978_180cf4a192_m.jpg,flickr_images_river\53914918978.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,19,340,53914673681,65535,ee8d3798bf,IMG_20240527_15.jpg,water regentscanal city canal boats london uk river england unitedkingdom,2024/5/27 8:53,https://live.staticflickr.com/65535/53914673681_ee8d3798bf_m.jpg,flickr_images_river\53914673681.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,18,340,53914918523,65535,6311a16381,IMG_20240527_14.jpg,water regentscanal city canal boats london uk river england unitedkingdom,2024/5/27 8:37,https://live.staticflickr.com/65535/53914918523_6311a16381_m.jpg,flickr_images_river\53914918523.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,20,340,53915119395,65535,d26550c760,IMG_20240527_13.jpg,water regentscanal city canal boats london uk river england unitedkingdom,2024/5/27 8:23,https://live.staticflickr.com/65535/53915119395_d26550c760_m.jpg,flickr_images_river\53915119395.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,17,340,53914917928,65535,50b3919028,IMG_20240527_12.jpg,water regentscanal city canal boats london uk river england unitedkingdom,2024/5/27 8:22,https://live.staticflickr.com/65535/53914917928_50b3919028_m.jpg,flickr_images_river\53914917928.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,14,340,53915118885,65535,c464553a5a,IMG_20240527_11.jpg,water city regentscanal canal london uk river england unitedkingdom,2024/5/27 8:20,https://live.staticflickr.com/65535/53915118885_c464553a5a_m.jpg,flickr_images_river\53915118885.jpg,16706986@N08,neil.bulman,photo
51.537361,-0.130164,13,340,53913783392,65535,5e1cb9c239,IMG_20240527_8.jpg,water city river canal london uk regentscanal england unitedkingdom,2024/5/27 8:00,https://live.staticflickr.com/65535/53913783392_5e1cb9c239_m.jpg,flickr_images_river\53913783392.jpg,16706986@N08,neil.bulman,photo
51.536872,-0.128437,13,340,53914914923,65535,3dae880b0f,IMG_20240527_6.jpg,water city regentscanal river london uk canal england unitedkingdom,2024/5/27 7:40,https://live.staticflickr.com/65535/53914914923_3dae880b0f_m.jpg,flickr_images_river\53914914923.jpg,16706986@N08,neil.bulman,photo
51.536874,-0.128456,17,340,53915016969,65535,a90af05999,IMG_20240527_5.jpg,canal london river water city boats train uk regentscanal england unitedkingdom,2024/5/27 7:39,https://live.staticflickr.com/65535/53915016969_a90af05999_m.jpg,flickr_images_river\53915016969.jpg,16706986@N08,neil.bulman,photo
51.536219,-0.127712,12,340,53914914118,65535,5afccab250,IMG_20240527_4.jpg,water city regentscanal river london uk canal england unitedkingdom,2024/5/27 7:37,https://live.staticflickr.com/65535/53914914118_5afccab250_m.jpg,flickr_images_river\53914914118.jpg,16706986@N08,neil.bulman,photo
51.534713,-0.124784,15,340,53914913223,65535,3f59aa4ce5,IMG_20240527_2.jpg,water river city regentscanal coaldrops london uk canal england unitedkingdom,2024/5/27 7:29,https://live.staticflickr.com/65535/53914913223_3f59aa4ce5_m.jpg,flickr_images_river\53914913223.jpg,16706986@N08,neil.bulman,photo
51.536993,-0.128188,1529,823,53717954106,65535,a01b70d542,Not A Drop,hdr highdynamicrange gasholderpark coaldropsyard kingscross london christchurchgreyfriars construction building structure crane river reflections urban city night evening sky stars lowlight longexposure sonya7riii sony 1635mm sel1635gm,2023/1/30 0:21,https://live.staticflickr.com/65535/53717954106_a01b70d542_m.jpg,flickr_images_river\53717954106.jpg,82336316@N03,NIGHT X NIGHT Photography,photo
51.53475,-0.125387,1504,824,53707221821,65535,82f041bc2a,Dark Frontier,169 widescreen coaldropsyard kingscross london christchurchgreyfriars building architecture river urban city night evening sky lowlight longexposure sonya7riii sony 1635mm sel1635gm,2023/1/29 23:57,https://live.staticflickr.com/65535/53707221821_82f041bc2a_m.jpg,flickr_images_river\53707221821.jpg,82336316@N03,NIGHT X NIGHT Photography,photo
51.535645,-0.122609,1845,824,53705225989,65535,f2f749e9a3,Only Just Begun,square 1x1 hdr highdynamicrange coaldropsyard kingscross london christchurchgreyfriars construction building structure crane river reflections urban city night evening sky stars lowlight longexposure sonya7riii sony 1635mm sel1635gm,2023/1/29 23:47,https://live.staticflickr.com/65535/53705225989_f2f749e9a3_m.jpg,flickr_images_river\53705225989.jpg,82336316@N03,NIGHT X NIGHT Photography,photo
51.53726,-0.129293,815,403,53623637693,65535,a09157455e,The Old Lady,silhouette bridge river blackandwhite monochrome london,2024/3/25 9:17,https://live.staticflickr.com/65535/53623637693_a09157455e_m.jpg,flickr_images_river\53623637693.jpg,195726154@N07,Fred Marquer,photo
51.539866,-0.136973,17,605,53165500882,65535,1f9f2f2305,River grid outside The Prince Albert Pub,,2023/9/5 14:46,https://live.staticflickr.com/65535/53165500882_1f9f2f2305_m.jpg,flickr_images_river\53165500882.jpg,12242795@N07,Cymraes Pōneke,photo
